date;NMEA_rover;NMEA_corrected;NMEA_base;tether_length;compass;depth;accuracy
2023-02-18 20:22:53.595;$GNGGA,192253.516,,,,,0,00,,,M,,M,,*6A;$GNGGA,192253.000,00000.0003,,00000.0010,,2,00,,0,M,,M,,*58;0;-0.007897158524929553;60.0;0.0;3.1500000831534605
2023-02-18 20:22:54.735;$GNGGA,192254.516,,,,,0,00,,,M,,M,,*6D;$GNGGA,192254.000,00000.0003,,00000.0010,,2,00,,0,M,,M,,*5F;0;-0.007922798650010493;60.0;0.0;3.1552417469626004
2023-02-18 20:22:55.600;$GNGGA,192255.516,,,,,0,00,,,M,,M,,*6C;$GNGGA,192255.000,00000.0003,,00000.0010,,2,00,,0,M,,M,,*5E;0;-0.007922798650010493;60.0;0.0;3.1552417469626004
2023-02-18 20:22:56.666;$GNGGA,192256.516,,,,,0,00,,,M,,M,,*6F;$GNGGA,192256.000,00000.0003,,00000.0010,,2,00,,0,M,,M,,*5D;0;-0.007897158524929553;60.0;0.0;3.1552417469626004
2023-02-18 20:22:57.593;$GNGGA,192257.516,,,,,0,00,,,M,,M,,*6E;$GNGGA,192257.000,00000.0003,,00000.0010,,2,00,,0,M,,M,,*5C;0;-0.007897158524929553;60.0;0.0;3.1500000831534605
2023-02-18 20:22:58.674;$GNGGA,192258.516,,,,,0,00,,,M,,M,,*61;$GNGGA,192258.000,00000.0003,,00000.0010,,2,00,,0,M,,M,,*53;0;-0.007922798650010493;60.0;0.0;3.1552417469626004
2023-02-18 20:22:59.628;$GNGGA,192259.516,,,,,0,00,,,M,,M,,*60;$GNGGA,192259.000,00000.0003,,00000.0010,,2,00,,0,M,,M,,*52;0;-0.007922798650010493;60.0;0.0;3.1552417469626004
2023-02-18 20:23:00.646;$GNGGA,192300.516,,,,,0,00,,,M,,M,,*6D;$GNGGA,192300.000,00000.0003,,00000.0010,,2,00,,0,M,,M,,*5F;0;-0.007922798650010493;60.0;0.0;3.1552417469626004
2023-02-18 20:23:01.596;$GNGGA,192301.516,,,,,0,00,,,M,,M,,*6C;$GNGGA,192301.000,00000.0003,,00000.0010,,2,00,,0,M,,M,,*5E;0;-0.007897158524929553;60.0;0.0;3.1500000836942945
2023-02-18 20:23:02.649;$GNGGA,192302.516,,,,,0,00,,,M,,M,,*6F;$GNGGA,192302.000,00000.0003,,00000.0010,,2,00,,0,M,,M,,*5D;0;-0.007922798650010493;60.0;0.0;3.1552417469626004
2023-02-18 20:23:03.597;$GNGGA,192303.516,,,,,0,00,,,M,,M,,*6E;$GNGGA,192303.000,00000.0003,,00000.0010,,2,00,,0,M,,M,,*5C;0;-0.007922798650010493;60.0;0.0;3.1500000836942945
2023-02-18 20:23:04.667;$GNGGA,192304.516,,,,,0,00,,,M,,M,,*69;$GNGGA,192304.000,00000.0003,,00000.0010,,2,00,,0,M,,M,,*5B;0;-0.007922798650010493;60.0;0.0;3.1552417469626004
